Movie;IMDb ID;IMDb Rating;Gross Revenue;Budget;Net Profit
'Northwest Passage' (Book I -- Rogers' Rangers);0032851;7.1;3150000;2677762;472238
Nostromo;0115296;7.1;;;
The Notebook (2004);;;;;
Die Hard;0095016;8.2;140767956;28000000;112767956
Nanny McPhee;0396752;6.6;122489822;25000000;97489822
Odd Man Out;0039677;7.8;;;
Odds Against Tomorrow;0053133;7.4;;;
O Brother, Where Art Thou?;0190590;7.8;45506619;26000000;19506619
Audition (1999);;;;;
Of Human Bondage;0025586;7.3;;;
Of Mice and Men;0105046;7.6;5101632;;
There Will Be Blood;0469494;8.1;40218903;25000000;15218903
The Old Curiosity Shop;1023343;6.6;;;
The Old Man and the Sea;0052027;7.0;;5000000;
Old Yeller;0050798;7.3;21909000;;
Oliver Twist;0040662;7.8;;;
Oliver's Story;0078024;4.4;;;
La planète sauvage;0070544;7.8;;;
On Her Majesty's Secret Service;0064757;6.8;87400000;7000000;80400000
Pirates of the Caribbean: On Stranger Tides;1298650;6.7;1045713802;250000000;795713802
One Flew Over the Cuckoo's Nest;0073486;8.7;112000000;4400000;107600000
One for the Money;1598828;5.3;36893721;40000000;-3106279
Glory;0097441;7.9;26830000;18000000;8830000
Gostya iz budushchego;0086723;8.4;;;
One More Spring;0026822;6.7;;;
Jack Reacher;0790724;7.0;218340595;57000000;161340595
The Thief of Bagdad;0033152;7.6;;;
The Onion Field;0079668;7.0;9890597;2000000;7890597
Open Range;0316356;7.5;68296293;22000000;46296293
Experiment in Terror;0055972;7.3;;;
Ordinary People;0081283;7.8;54766923;6000000;48766923
Orlando;0107756;7.2;5289772;4000000;1289772
The Osterman Weekend;0086058;5.9;6486797;;
The Other Boleyn Girl;0467200;6.7;26814957;35000000;-8185043
Back from the Dead;0050157;5.2;;;
The Other Side of Midnight;0076507;6.1;24652021;;
Our Girl Friday;0048458;6.0;;;
Our Man in Havana;0054152;7.3;;;
Out of Sight;0120780;7.1;37339525;48000000;-10660475
An Outcast of the Islands;;;;;
The Outsiders;0086066;7.2;25600000;10000000;15600000
One More River;0025600;6.9;;;
The Ox-Bow Incident;0036244;8.1;;;
The Beguiled;0066819;7.1;;;
A Painted House;0362001;6.6;;;
The Painted Veil;0446755;7.5;26522838;19400000;7122838
Pan Wolodyjowski;0064785;7.3;;;
Parineeta;0437407;7.4;802758;;
Paris Blues;0055278;6.7;;;
Elementarteilchen;0430051;6.7;;;
Four Faces West;0040370;7.0;;;
A Passage to India;0087892;7.4;27187653;16000000;11187653
Patriot Games;0105112;6.9;178000000;42000000;136000000
The Peacock Spring;0114106;8.3;;;
The Pelican Brief;0107798;6.5;195268056;45000000;150268056
No Escape;0110678;6.0;15340000;20000000;-4660000
The People That Time Forgot;0076535;5.3;;;
Percy Jackson & the Olympians: The Lightning Thief;0814255;5.9;226497209;95000000;131497209
Perfect Little Angels;0171612;5.6;;;
Pet Sematary;0098084;6.6;57469179;11500000;45969179
Finding Neverland;0308644;7.8;116766556;25000000;91766556
Peyton Place;0050839;7.2;25600000;;
Juarez;0031516;7.3;;;
Phantom Lady;0036260;7.4;;;
The Phantom of the Opera;0293508;7.4;154648887;70000000;84648887
Faraon;0060401;7.5;;;
The Young Philadelphians;0053462;7.4;;;
The Pianist;0253474;8.5;120072577;35000000;85072577
The Pickwick Papers;0045030;7.1;;;
The Picture of Dorian Gray;0037988;7.6;;3500000;
The Work and the Glory;0410454;6.9;3347647;7500000;-4152353
Pin;0095871;6.7;;;
Follow That Dream;0055992;6.6;;;
The Pirates! In an Adventure with Scientists;;;;;
Love Letters;0037885;7.4;;;
Planet of the Apes;0063442;8.0;33395426;5800000;27595426
The Girls of Pleasure Island;0045819;6.6;;;
Les amants;0052556;7.3;;;
The Polar Express;0338348;6.6;307514317;165000000;142514317
Poly;0167691;8.5;;;
The Bridge on the River Kwai;0050212;8.2;44908000;3000000;41908000
Poodle Springs;0145400;6.0;;;
The Pope of Greenwich Village;0087932;6.7;6836201;8000000;-1163799
Popioi i diament;;;;;
Portnoy's Complaint;0069112;4.9;;;
Portrait of Jennie;0040705;7.8;;4041000;
The Poseidon Adventure;0069113;7.1;84563118;5000000;79563118
Bicentennial Man;0182789;6.8;93700000;100000000;-6300000
Possession (2002);;;;;
The Postman;0119925;5.9;17626234;80000000;-62373766
Ossessione;0035160;7.8;;;
The Power;0063452;6.1;;;
The Fugitive;0039402;6.5;;;
The Power of One;0105159;7.2;2827107;;
Pozegnania;0052083;7.2;;;
Presumed Innocent;0100404;6.9;221300000;;
Pride and Prejudice;0112130;9.1;;;
Princ a chudas;0344231;8.3;;;
The Prince of Tides;0102713;6.6;74787599;30000000;44787599
The Princess Bride;0093779;8.1;30857814;16000000;14857814
The Princess Diaries;0247638;6.2;165335153;37000000;128335153
John Carter;0401729;6.6;284139100;263700000;20439100
The Prisoner of Zenda;0079753;4.9;2425315;12500000;-10074685
Promise at Dawn;0066251;7.1;;;
Pronto;0119957;5.7;;;
Der blaue Engel;0020697;7.8;77982;;
Psycho;0054215;8.5;50000000;806947;49193053
Psycho II;0086154;6.4;34725000;5000000;29725000
The Puppet Masters;0111003;5.8;8638072;;
The World, the Flesh and the Devil;0053454;7.0;;;
Dirty Mary, Crazy Larry;;;;;
Q and A;3561842;;;;
QB VII;0071039;7.9;;;
Queen of the Damned;0238546;5.2;45479110;35000000;10479110
Quentin Durward;0048528;6.4;2175000;2470000;-295000
The Quick and the Dead;0114214;6.4;18636537;32000000;-13363463
The Quiet American;0258068;7.1;12987647;30000000;-17012353
Radio Free Albemuth;1129396;5.8;5553;3600000;-3594447
Ragtime;0082970;7.3;21015710;;
Ramrod;0039750;6.9;;2000000;
The Arizona Raiders;0027308;5.2;;;
Rain (2006);;;;;
Family Plot;0074512;6.8;13200000;4490375;8709625
The Rainbow;0098165;6.3;444055;;
The Rainbow Trail;0023370;5.1;;;
The Rainmaker;0119978;7.1;45856732;40000000;5856732
Raise the Titanic;0081400;4.6;7000000;36000000;-29000000
Random Hearts;0156934;5.0;74160911;64000000;10160911
Rascal;0064875;6.6;;;
Willard;0310357;6.1;8546666;22000000;-13453334
The Razor's Edge;0087980;6.6;6551987;13000000;-6448013
The Reader;0976051;7.6;34194407;32000000;2194407
Rebecca;0032976;8.2;;1288000;
The Outlaw Josey Wales;0075029;7.9;38000000;3700000;34300000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;0057012;8.5;9440272;1800000;7640272
Manhunter;0091474;7.2;8620929;15000000;-6379071
The Fighting Prince of Donegal;0060408;6.3;;;
The Red Pony;0041792;6.4;;;
The Red Rider;0025706;6.4;;;
Reflections in a Golden Eye;0062185;7.0;;4500000;
The Reincarnation of Peter Proud;0073615;6.5;;;
The Reivers;0064886;6.9;;;
The Remains of the Day;0107943;7.9;22954968;11500000;11454968
Sette orchidee macchiate di rosso;0067696;6.5;;;
The Rescuers;0076618;6.9;71215869;1200000;70015869
Yang guo yu xiao long nu;0084256;6.4;;;
The Lord of the Rings: The Return of the King;0167260;8.9;1119929521;94000000;1025929521
The Return of the Living Dead;0089907;7.3;14237000;4000000;10237000
The Return of the Native;0110977;6.4;;;
The Return of the Soldier;0084590;6.9;;;
Return to Paradise;0124595;6.9;8288513;;
Return to Peyton Place;0055370;5.8;;;
Reuben, Reuben;0084591;6.9;;;
Scarlet Dawn;0022308;5.9;;;
The Revolt of Mamie Stover;0049672;6.6;;;
Revolutionary Road;0959337;7.3;75225693;35000000;40225693
The Riddle of the Sands;0079808;6.4;;;
Riders of the Purple Sage;0117476;6.6;;;
Ripley Under Ground;0219171;6.1;;;
Ripley's Game;0265651;6.7;;30000000;
Rising Sun;0107969;6.2;107198790;;
The River;0043972;7.6;;;
Riverworld;1419950;4.9;;;
Les rivieres pourpres;;;;;
The Road (2009);;;;;
The Road Back;0029491;7.0;;;
Rob Roy;0114287;6.9;31600000;28000000;3600000
The Robe;0046247;6.8;36000000;5000000;31000000
Crusoe;1117552;6.9;;35000000;
Rogue Cop;0047424;6.8;;;
The Romance of Rosy Ridge;0039783;6.9;;2000000;
A Room with a View;0091867;7.4;20966644;3000000;17966644
The Roots of Heaven;0052148;6.6;;4500000;
Rosemary's Baby;0063522;8.0;33395426;2300000;31095426
L'avventuriero;0061377;7.1;;;
The Rules of Attraction;0292644;6.8;11805917;4000000;7805917
Jackie Brown;0119396;7.5;74727492;12000000;62727492
Runaway Jury;0313542;7.1;67338219;60000000;7338219
Cobra;0090859;5.6;160000000;25000000;135000000
The Running Man;0093894;6.6;38122105;27000000;11122105
The Russia House;0100530;6.1;22998000;;
Melody Time;0040580;6.5;;;
Sahara;0318649;6.0;119269486;130000000;-10730514
The Sailor Who Fell from Grace with the Sea;0075161;6.2;;;
Saint Jack;0079843;7.1;;1000000;
Law and Order;0023121;6.9;;;
The Salamander;0083024;6.0;;;
Salem's Lot;0079844;6.8;;4000000;
Salmon Fishing in the Yemen;1441952;6.8;9025107;;
The Great Macarthy;;;;;
The Story of Temple Drake;0024617;7.2;;;
The Sand Pebbles;0060934;7.7;30017647;12000000;18017647
Sangre y arena;0098251;4.6;;;
The Satan Bug;0059678;6.1;;;
Save the Tiger;0070640;6.9;;;
Sayonara;0050933;7.3;26300000;;
A Scanner Darkly;0405296;7.1;7659918;8500000;-840082
Scarface;0086250;8.3;65884703;25000000;40884703
Juhong geulshi;0427411;6.8;;;
The Scarlet Pimpernel;0084637;7.7;;;
The Searchers;0049730;8.0;;3750000;
Schindler's List;0108052;8.9;321306305;22000000;299306305
L'uccello dalle piume di cristallo;0065143;7.2;;500000;
Lyftet;0077881;7.4;;;
The Sea Hawk;0033028;7.8;;1700000;
Sea Wolf;1215482;6.5;;19000000;
The Second Victory;0091914;6.1;;;
Sabotage;0028212;7.1;;;
Confessions of a Shopaholic;1093908;5.8;108333222;;
The Secret Life of Bees;0416212;7.3;39947322;11000000;28947322
The Barrens;2050633;4.6;;;
Sense and Sensibility;0114388;7.7;135000000;16500000;118500000
The Black Windmill;0071229;6.3;;;
The Seven-Per-Cent Solution;0075194;6.8;;;
Body Count;0120186;5.5;;;
A Severa;0022365;5.4;;;
Smuga cienia;0075238;6.5;;;
The Shadow Riders;0084666;6.8;;;
Shaft;0162650;5.9;107196498;46000000;61196498
Shaft's Big Score;;;;;
Shalako;0063592;5.5;;1455000;
Things to Come;0028358;6.8;;;
S+H+E: Security Hazards Expert;0081447;5.0;;;
Se diu ying hung ji dung sing sai jau;0108074;7.3;;;
True to the Army;0035474;6.5;;;
The Dark (2005);;;;;
Mang jing;0351299;7.6;33272;;
Young and Innocent;0029811;7.0;;;
The Shining;0081505;8.4;44017374;19000000;25017374
Shining Through;0105391;6.3;43938238;;
The Shipping News;0120824;6.8;24690441;35000000;-10309559
The Incredible Shrinking Man;0050539;7.7;;750000;
The Shoes of the Fisherman;;;;;
Field of Dreams;0097351;7.6;84431625;;
The Shootist;0075213;7.7;13406138;;
Shout at the Devil;0075214;6.2;;;
Shutter Island;1130884;8.1;294804195;80000000;214804195
Sideways;0375063;7.6;109706931;12000000;97706931
Straw Dogs;0999913;5.8;10324441;25000000;-14675559
The Silence of the Lambs;0102926;8.6;272742922;19000000;253742922
The Singer Not the Song;0054740;6.3;;;
Le dernier vol;1234542;5.5;;24000000;
A Simple Plan;0120324;7.5;16311763;17000000;-688237
Mercury Rising;0120749;6.1;93107289;60000000;33107289
Carrie;0044486;7.5;;;
The Sisterhood of the Traveling Pants;0403508;6.6;42013878;25000000;17013878
Three Days of the Condor;0073802;7.5;41509797;;
Six Weeks;0084691;5.6;6668025;;
Skinwalkers;0461703;4.6;1018965;;
Christmas with the Kranks;0388419;5.2;96572480;60000000;36572480
Skyscraper Souls;0023486;7.2;;;
Slaughterhouse-Five;0069280;7.0;;3200000;
Slayground;0088135;4.6;154469;;
Sleeping with the Enemy;0102945;6.1;174999005;19000000;155999005
Sliver;0108162;4.9;116300000;40000000;76300000
Nacktschnecken;0395216;6.1;;;
Spenser: Small Vices;0181837;6.3;;;
The Night of the Following Day;0064728;6.2;;;
Snow Angels;0450151;;;;
So Red the Rose;0027018;6.7;;;
Solyaris;0069293;8.1;;;
Laser Mission;0099978;3.4;;;
A Soldier's Daughter Never Cries;0120835;6.9;1759596;;
Something Wicked This Way Comes;0086336;6.8;8400000;19000000;-10600000
The Song of Bernadette;0036377;7.7;;2000000;
Sons and Lovers;0054326;7.3;;500000;
S.O.S. Noronha;0143848;5.5;;;
Soursweet;0096146;7.3;;;
Sorstalanság;0367082;7.1;;;
The Sound and the Fury;3026144;5.1;;;
Space;0088611;7.3;;;
Lifeforce;0089489;6.1;11603545;25000000;-13396455
The Spanish Gardener;0049787;6.8;;;
Spartacus;0054331;7.9;60000000;12000000;48000000
Sphere;0120184;6.0;37020277;75000000;-37979723
Spider (2002);;;;;
The Spiderwick Chronicles;0416236;6.6;162839667;90000000;72839667
Spirale;0094016;4.7;;;
Split Images;0105458;5.2;;;
The Spoilers;0035369;6.8;;;
The Spook Who Sat by the Door;0070726;7.2;;;
Ride a Wild Pony;0075141;6.3;;;
Spy Story;0075259;5.9;;;
The Spy Who Came in from the Cold;0059749;7.7;;;
The Spy Who Loved Me;0076752;7.1;185400000;14000000;171400000
Stairs of Sand;0020448;6.3;;;
The Stalking Moon;0065032;6.8;;;
The Stand;0108941;7.3;;28000000;
Apache Drums;0043291;6.1;;;
;;;;;
Stardust (2007);;;;;
Moon Pilot;0056249;5.6;;;
The Second Time Around;4941354;;;;
Stars In My Crown;;;;;
The Stars Look Down;0031976;7.2;;;
Starship Troopers;0120201;7.2;121214377;100000000;21214377
Station West;0040835;6.7;;;
The Stepford Children;0094036;5.3;;;
Stella;1864017;8.0;;;
Stir of Echoes;0164181;7.0;21133087;12000000;9133087
The Turning Point;0076843;6.9;33600000;;
Jekyll;0497298;8.2;;;
A Stranger Came Home;;;;;
A Stranger Is Watching;0084735;5.1;;;
Strangers on a Train;0044079;8.1;;1200000;
The Stranger's Return;0024620;7.0;;;
The Street Lawyer;0362375;7.5;;;
Striptease;0117765;4.3;113309743;40000000;73309743
Stuart Little;0164912;5.9;300135367;133000000;167135367
The Stud;0078333;3.2;;1000000;
Vertigo;0052357;8.4;25000000;2479000;22521000
The Favorite;0097341;4.5;;;
The Sum of All Fears;0164184;6.4;193921372;68000000;125921372
Summer Pass;;;;;
The Sun Also Rises;0051028;6.3;;;
The Swarm;0078350;4.3;10000000;21000000;-11000000
Swiss Family Robinson;0054357;7.2;40356000;;
The Sword in the Stone;0057546;7.2;22182353;;
Taggart;0088621;7.3;;;
Noble House;0094521;7.8;;;
Enchantment;0040321;7.2;;;
The Taking of Pelham One Two Three;0072251;7.7;;;
A Tale of Two Cities;0027075;7.9;;;
South Pacific;0052225;7.0;36800000;6000000;30800000
The Talented Mr. Ripley;0134119;7.3;128798265;40000000;88798265
The Tall Men;0048691;6.7;12000000;;
Al-Tareeq al-Masdood;;;;;
Tarzan and His Mate;0025862;7.6;;1279142;
Telefon;0076804;6.6;;;
Gun Fury;0045846;6.0;;;
Tender Loving Care;0072265;3.9;;25000;
The Terminal Man;0072267;5.8;;;
Terms of Endearment;0086425;7.4;108423489;8000000;100423489
The Convent;0217331;5.0;;;
Tess;0080009;7.3;20093330;12000000;8093330
The Tesseract;0374273;5.5;;;
Tex;0084783;6.6;7000536;;
Texas;0108316;6.2;;12000000;
Texasville;0103069;6.0;2268181;;
Teatris;0276550;7.3;;;
These Foolish Things;0439848;6.0;;;
The Best Exotic Marigold Hotel;1412386;7.3;136836156;10000000;126836156
They Came to Cordura;0053351;6.5;;4000000;
Murder with Mirrors;0089640;6.9;;;
Battle of the V-1;0051402;5.5;;;
They Shoot Horses, Don't They?;0065088;7.9;;;
Thin Air;0226519;4.5;;;
The Thirteenth Guest;0023583;5.9;;;
The 39 Steps;0026029;7.8;;;
They Live by Night;0040872;7.6;;;
The Three Lives of Thomasina;0057579;7.2;;;
Bad Moon;0115610;5.6;1055525;7000000;-5944475
Thunder Mountain;0039901;6.4;;;
Thunderball;0059800;7.0;141200000;9000000;132200000
Thunderhead, Son of Flicka;;;;;
The Thundering Herd;0025893;5.9;;;
Action;0206467;8.4;;;
3:10 to Yuma;0381849;7.8;53606916;55000000;-1393084
Johnny Handsome;0097626;6.1;7237794;20000000;-12762206
Never a Dull Moment;0042784;5.7;;;
A Tiger Walks;0058657;6.6;;;
Time After Time;0080025;7.2;;;
The Time Machine;0054387;7.6;;750000;
A Time to Kill;0117913;7.4;152266007;40000000;112266007
The Time Traveler's Wife;0452694;7.1;101344412;39000000;62344412
Timeline (2003);;;;;
Tinker Tailor Soldier Spy;0080297;8.7;;;
To Catch a Thief;0048728;7.5;8750000;2500000;6250000
To Have and Have Not;0037382;8.0;;;
To Kill a Mockingbird;0056592;8.4;13129846;2000000;11129846
To Sir, with Love;0062376;7.7;42432803;640000;41792803
To the Devil a Daughter;0075334;5.9;;;
They Died with Their Boots On;0034277;7.3;;2200000;
Morte a Venezia;0067445;7.5;;;
 or, Ten Weeks with a Circus;;;;;
Sea Devils;0046286;5.7;;;
Topaz;0065112;6.3;;4000000;
Touch;0120357;5.7;408097;;
La vuelta al mundo de Willy Fog;0135114;7.7;;;
All Men Are Mortal;0112323;4.7;;3000000;
The Towering Inferno;0072308;6.9;139700000;14000000;125700000
A Town Like Alice;0049871;7.2;;;
Track of the Cat;0047603;6.5;;;
Trainspotting;0117951;8.2;16501785;3500000;13001785
Ostrov sokrovishch;0122227;8.4;;;
The Treasure of the Sierra Madre;0040897;8.3;4307000;3000000;1307000
Le procès;0057427;7.9;;;
By Dawn's Early Light;0099197;7.1;;;
Los tres mosqueteros y medio;0049880;7.1;;;
The Trouble with Harry;0048750;7.2;;1200000;
True Grit;1403865;7.7;252276927;38000000;214276927
The Turning Point;0076843;6.9;33600000;;
25th Hour;0307901;7.7;13060843;15000000;-1939157
Twilight for the Gods;0052326;5.5;;;
The Twilight Saga (2008–2012);;;;;
Twilight (2008);;;;;
The Twilight Saga: New Moon;1259571;4.6;709827462;50000000;659827462
The Twilight Saga: Eclipse;1325004;4.9;698491347;68000000;630491347
The Twilight Saga: Breaking Dawn - Part 2;1673434;5.6;832660037;120000000;712660037
Twin Sisters (2002);;;;;
Under a Texas Moon;0021503;6.0;;;
Two-Minute Warning;0075359;6.0;;;
Two Much;0118001;5.3;592871;;
The Lord of the Rings: The Two Towers;0167261;8.7;926047111;94000000;832047111
Trudno byt bogom;2328813;6.6;;7000000;
The Tunnel of Love;0052325;6.0;;;
Ugetsu monogatari;0046478;8.2;;;
The Ugly Dachshund;0061135;6.7;;;
The Unbearable Lightness of Being;0096332;7.4;10006806;17000000;-6993194
The Lost Continent;0063240;5.7;;;
Song of the South;0038969;7.4;63717040;;
Under the Tonto Rim;0039934;6.6;;;
That Darn Cat!;0059793;6.7;28062222;;
The Wild Party;0073903;5.5;;;
The Unforgiven;0054428;6.8;;5000000;
Stanley & Iris;0100680;6.2;5820015;23000000;-17179985
Amazon Women on the Moon;0092546;6.1;548696;;
Along Came Jones;0037508;6.5;;;
Valdez Is Coming;0067921;6.8;;;
Valley of the Dolls;0062430;5.8;50000000;5000000;45000000
Vampires;0120877;6.1;20241395;20000000;241395
Les valseuses;0072353;7.4;;;
The Vanishing American;0016480;6.9;;;
Vanity Fair;0241025;6.2;19247496;23000000;-3752504
Accused of Murder;0048924;5.8;;;
Beladingala Baale;;;;;
Munich (2005);;;;;
Vengeance Valley;0044186;5.9;3146000;1008000;2138000
The American (2010);;;;;
The Red Danube;0041788;6.4;1859000;1961000;-102000
The Iron Mask;0020030;7.6;;;
Victory;0033220;6.9;;;
De vierde man;0086543;7.3;;;
Vigil in the Night;0033221;6.8;;;
The Vikings;0052365;7.1;;5000000;
Twilight's Last Gleaming;0076845;6.9;;6200000;
20,000 Leagues Under the Sea;0046672;7.2;28200000;5000000;23200000
The Virginian;0055710;7.7;;;
Vision Quest;0090270;6.5;12900000;;
The Voice of Bugle Ann;0028471;6.9;;;
Le voleur;0062457;6.9;;;
Journey to the Center of the Earth;0373051;5.8;241995151;45000000;196995151
Conquest of the Pole;;;;;
Voyage of the Damned;0075406;6.5;;;
Sorcerer;0076740;7.7;9000000;12000000;-3000000
The Terrornauts;0062355;5.1;;;
A Walk to Remember;0281358;7.4;41227069;11000000;30227069
Walkabout;0067959;7.7;;;
Walking Shadow;0271873;5.5;;;
La sirène du Mississipi;0064990;7.2;26893;1600000;-1573107
Wanderer of the Wasteland;0038237;6.2;;;
War and Peace;3910804;;;;
War Horse (2011);;;;;
The War of the Roses;0098621;6.8;160188546;;
The War of the Worlds;0046534;7.1;4360000;2000000;2360000
Wat zien ik;0067963;5.8;;;
The Watcher in the Woods;0081738;6.5;5000000;;
Water for Elephants;1067583;6.9;117094902;38000000;79094902
The Water Hole;0019550;4.3;;;
Watership Down;0078480;7.7;;;
The Way West;0062479;6.2;;;
The Curse of the Werewolf;0054777;6.8;;;
West of the Pecos;0038241;6.1;;;
The Wet Parade;0023685;6.4;;;
We're Back! A Dinosaur's Story;0108526;6.1;9315576;;
What Dreams May Come;0120889;7.0;71485043;85000000;-13514957
What's the Worst Thing That Could Happen?;;;;;
The Lady Vanishes;0030341;8.0;;;
When Eight Bells Toll;0067976;5.9;;;
The Sword and the Rose;0046387;6.6;;;
When Worlds Collide;0044207;6.7;;936000;
Where Eagles Dare;0065207;7.7;;;
Where the Boys Are;0054469;6.7;;;
Where the Red Fern Grows;0072402;6.9;;;
Where the Wild Things Are;0386117;6.8;100086793;100000000;86793
Petticoat Junction;0056780;7.1;;;
White Banners;0030973;7.1;;;
White Dog;0084899;7.1;;8000000;
Zanna Bianca;0069536;6.1;;;
Creature;0156205;4.9;;;
La nave bianca;0033941;5.9;;;
Miracle of the White Stallions;0057312;6.5;;;
White Jazz;;;;;
Who?;0072405;5.8;;;
Who Framed Roger Rabbit;0096438;7.7;349200000;70000000;279200000
The Weak and the Wicked;0046535;6.1;;;
Young Billy Young;0065230;5.7;;;
Why Me?;0100931;6.0;;;
Wicked Water;;;;;
Wide Sargasso Sea;0108565;5.8;1610792;;
The Door in the Floor;0348593;6.7;3835551;;
Wild Horse Mesa;0179533;6.8;;;
Wild Justice;1621755;8.4;;;
Cross of Iron;0074695;7.5;;6000000;
Wilt;0179538;;;;
The Willows in Winter;0286309;7.9;;;
The Wings of the Dove;0120520;7.2;13718385;;
The Many Adventures of Winnie the Pooh;0076363;7.6;;;
Winter Meeting;0040971;7.1;;;
Winter's Bone;1399683;7.2;13831503;2000000;11831503
The Winter of Our Discontent;0086592;7.2;;;
Wise Blood;0080140;7.3;;1000000;
The Witches;0100944;6.8;10360553;;
The Witches of Eastwick;0094332;6.5;63766510;22000000;41766510
Witchfinder General;0063285;6.9;;175000;
Pete 'n' Tillie;0069080;6.0;;;
The Perfect Stranger (2005);;;;;
The Bedroom Window;0092627;6.3;12640385;;
Ride with the Devil;1124309;5.6;;;
Wolfen;0083336;6.3;10626725;17000000;-6373275
The Woman Chaser;0217894;7.2;110720;1200000;-1089280
The Woman in Black;0098672;7.4;;;
The Woman in White;0137279;7.2;;;
Woman Thou Art Loosed;0399901;6.8;6879730;;
Woman Wanted;0158369;5.6;;;
Women in Love;0066579;7.6;;1250000;
The Women of Brewster Place;0098674;7.6;;;
Wonder Boys (2000);;;;;
The Wonderful Country;0053453;6.3;;;
Oz;0118421;8.9;;;
The World According to Garp;0084917;7.2;29712172;17000000;12712172
The World in His Arms;0045339;7.2;;;
The World of Henry Orient;0058756;6.8;;;
The Wreck of the Mary Deare;0053455;6.8;;;
The Wrong Box;0061204;7.0;;;
Wuthering Heights;1181614;6.1;;;
The Warriors;0080120;7.7;22490039;;
Yajû no seishun;0057697;7.6;;;
The Year of Living Dangerously;0086617;7.2;10278575;13000000;-2721425
Night of the Lepus;0069005;4.0;3711923;900000;2811923
The Horse in the Gray Flannel Suit;0063091;6.3;;;
Yellowstone Kelly;0053457;6.5;;;
Les yeux sans visage;0053459;7.8;52709;;
Yield to the Night;0049019;7.1;;;
Whore (2004);;;;;
You Only Live Twice;0062512;6.9;111600000;9500000;102100000
Guilt Is My Shadow;0160336;5.4;;;
Your Ticket Is No Longer Valid;0080164;4.8;;;
Young Adam;0289635;6.5;;;
Young Man of Manhattan;0021568;6.6;;;
Young Man with a Horn;0043153;7.2;;;
De Zaak Alzheimer;;;;;
Zarak;0051219;5.4;;;
Zathura;;;;;
Zazie in the Metro;;;;;
06/05;0419952;6.6;;;
Zona Zamfirova;0326449;7.1;;;
Alexis Zorbas;0057831;7.8;23500000;783000;22717000
