100 Rifles;100 Rifles;;
The Dead Zone;The Dead Zone;;
Cornell Woolrich;Deadline at Dawn;;
Richard Jessup;The Deadly Duo;;
Deadly, Unna?;Australian Rules;;
Dealing: or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues;Dealing;;
Dear John;Dear John;;
;The End of the River;;
Death on the Nile;Death on the Nile;Death on the Nile;;
Death Sentence;Death Sentence;;
Death Wish;Death Wish;;
The Deceivers;The Deceivers;;
Michael Noonan;December Boys;;
The Deep;The Deep;;
The Deep End of the Ocean;The Deep End of the Ocean;;
Deliverance;Deliverance;;
Deluge;Deluge;;
The Deluge;The Deluge;;
Demon Seed;Demon Seed;;
D'entre les morts;Vertigo;;
Derailed;Derailed;;
;Desert Fury;;
Zane Grey;Desert Gold;Desert Gold;Desert Gold;;
;Gold of the Seven Saints;;
Desert of the Heart;Desert Hearts;;
The Desperate Hours;The Desperate Hours;Desperate Hours;36 Ghante;;
Destry Rides Again;Destry Rides Again;;
The Detective;The Detective;;
Detective;Detective;;
The Devil Rides Out;The Devil Rides Out;;
The Devil Wears Prada;The Devil Wears Prada;;
The Devil's Advocate;Des Teufels Advokat;;
The Devil's Advocate;The Devil's Advocate;;
Norah Lofts;The Witches;;
The Devils;The Possessed;La femme publique;;
The Devils of Loudun;The Devils;;
Le Diable au corps;Devil in the Flesh;Devil in the Flesh;Devil in the Flesh;;
Wilbur Smith;The Kingfisher Caper;;
Diamonds Are Forever;Diamonds Are Forever;;
;The Glory Guys;;
E. M. Nathanson;The Dirty Dozen;;
Dirty Weekend;Dirty Weekend;;
Terry McMillan;Disappearing Acts;;
Disclosure;Disclosure;;
;Scream and Scream Again;;
Alberto Moravia;Contempt;;
Paul Horgan;A Distant Trumpet;;
Divine Secrets of the Ya-Ya Sisterhood;Divine Secrets of the Ya-Ya Sisterhood;;
Diane Johnson;Le Divorce;;
Do Androids Dream of Electric Sheep?;Blade Runner;;
Richard Gordon;Doctor in the House;;
Doctor Slaughter;Half Moon Street;;
Doctor Zhivago;Doctor Zhivago;Doctor Zhivago;;
Dodsworth;Dodsworth;;
The Dogs of War;The Dogs of War;;
Dog Soldiers;Who'll Stop the Rain;;
Don Quixote;Adventures of the Ingenious Hidalgo Don Quixote;Don Quijote;Don Quichotte;Don Quixote;Don Quixote;Don Quixote;Don Quixote (1933 film);Don Quichotte;Don Quichotte;Don Quixote;Don Quixote de la Mancha;Don Quixote;Don Quixote;Don Quixote's Children;Don Chisciotte e Sancho Panza;Man of La Mancha;The Adventures of Don Quixote;The Amorous Adventures of Don Quixote and Sancho Panza;Don Chisciotte;Don Quixote of La Mancha;Don Quijote de Orson Welles;Don Quixote;Don Quixote, Knight Errant;Don Quixote;The Man Who Killed Don Quixote;;
Donovan's Brain;The Lady and the Monster;Donovan's Brain;The Brain;;
Richard Peck;Gas Food Lodging;;
Don't Say a Word;Don't Say a Word;;
Chet Raymo;Frankie Starlight;;
Double Indemnity;Double Indemnity;;
Roy Huggins;I Love Trouble;;
;Down Will Come Baby;;
Dracula;see the ;;
Gordon R. Dickson;The Flight of Dragons;;
Dragon Seed;Dragon Seed;;
Dragons of Autumn Twilight;Dragonlance: Dragons of Autumn Twilight;;
Dream Days;The Reluctant Dragon;;
The Dream Master;Dreamscape;;
Dreamcatcher;Dreamcatcher;;
Zane Grey;Drift Fence;;
Dr. No;Dr. No;;
Drood;Drood;;
The Drowning Pool;The Drowning Pool;;
Drums Along the Mohawk;Drums Along the Mohawk;;
The Drums of Jeopardy;The Drums of Jeopardy;The Drums of Jeopardy;;
Zane Grey;The Dude Ranger;;
Niven Busch;Duel in the Sun;;
Dune;Dune;Frank Herbert's Dune;Frank Herbert's Children of Dune;Dune;;
The Dying Animal;Elegy;;
Marti Leimbach;Dying Young;;
Fiction work(s);;
The Eagle Has Landed;The Eagle Has Landed;;
The Eagle of the Ninth;The Eagle;;
East of Eden;East of Eden;;
Eaters of the Dead;The 13th Warrior;;
P. F. Kluge;Eddie and the Cruisers;;
The Egyptian;The Egyptian;;
Wilbur Smith;The Seventh Scroll;;
Election;Election;;
Digby George Gerahty;Elephant Walk;;
Christopher Frank;Elles n'oublient jamais;;
Fred Mustard Stewart;Ellis Island;;
Elmer Gantry;Elmer Gantry;;
Ingvar AmbjÃ¸rnsen;Elsk meg i morgen;;
Emma;Emma;Clueless;Emma;Emma;Emma;Aisha;;
Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;Emil and the Detectives;;
Matt Cohen;Emotional Arithmetic;;
Empire of the Sun;Empire of the Sun;;
The Enchanted April;Enchanted April;Enchanted April;;
Robert Nathan;Wake Up and Dream;;
The End of the Affair;The End of the Affair;The End of the Affair;;
Scott Spencer;Endless Love;;
Enduring Love;Enduring Love;;
Vicente Blasco IbÃ¡Ã±ez;Enemies of Women;;
D. A. Rayner;The Enemy Below;;
Enemy Mine;Enemy Mine;;
The English Patient;The English Patient;;
Enigma;Enigma;;
;The Entity;;
Eragon;Eragon;;
Grace Zaring Stone;Escape;;
Escape to Witch Mountain;Escape to Witch Mountain;Return from Witch Mountain;Beyond Witch Mountain;Escape to Witch Mountain;Race to Witch Mountain;;
L'Ã©toile du nord;L'Etoile du nord;;
Larry McMurtry;The Evening Star;;
Everybody's All-American;Everybody's All-American;;
Everything Is Illuminated;Everything Is Illuminated;;
Whit Masterson;The Yellow Canary;;
Evil Under the Sun;Evil Under the Sun;Evil Under the Sun;;
The Executioners;Cape Fear;Cape Fear;;
Cameron Hawley;Executive Suite;;
Exit to Eden;Exit To Eden;;
;Exit Wounds;;
Exodus;Exodus;;
The Exorcist;The Exorcist;Exorcist II: The Heretic;The Exorcist III;Exorcist: The Beginning;Dominion: Prequel to the Exorcist;;
;Experiment Perilous;;
Extension du domaine de la lutte;Extension du domaine de la lutte;;
Extremely Loud and Incredibly Close;Extremely Loud and Incredibly Close;;
Marc Behm;Deadly Circuit;Eye of the Beholder;;
Eye of the Needle;Eye of the Needle;Fanaa;;
Fiction work(s);;
Fahrenheit 451;Fahrenheit 451;Fahrenheit 451;;
Fail-Safe;Fail-Safe;Fail-Safe;;
The Fair Bride;The Angel Wore Red;;
The Fall of a Nation;The Fall of a Nation;;
Falling Angel;Angel Heart;;
Dorothy Uhnak;1989 False Witness (TV movie);;
;The One and Only, Genuine, Original Family Band;;
Vincent Patrick;Family Business;;
The Fan;The Fan;;
Bob Randall;The Fan;;
Fantastic Mr Fox;Fantastic Mr. Fox;;
Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;Far from the Madding Crowd;;
Lilian Lee;Farewell My Concubine;;
A Farewell to Arms;A Farewell to Arms;A Farewell to Arms;In Love and War;;
Pierre Schoendoerffer;Farewell to the King;;
Fate Is the Hunter;Face Is the Hunter;;
Father Malachy's Miracle;Das Wunder des Malachias;;
Father of Frankenstein;Gods and Monsters;;
Father of the Bride;Father of the Bride;Father's Little Dividend;Father of the Bride;Father of the Bride Part II;;
;Taps;;
Fear and Loathing in Las Vegas;Fear and Loathing in Las Vegas;;
The Feather Men;Killer Elite;;
The Fellowship of the Ring;J. R. R. Tolkien's The Lord of the Rings;The Lord of the Rings: The Fellowship of the Ring;;
La Femme et le pantin;La Femme et le Pantin;The Devil Is a Woman;La Femme et le Pantin;That Obscure Object of Desire;;
Femmes de personnes;Femmes de personne;;
Le Feu Follet;The Fire Within;Oslo, August 31st;;
Fever Pitch;Fever Pitch;Fever Pitch;;
Ernest K. Gann;The Raging Tide;;
Fight Club;Fight Club;;
Zane Grey;Fighting Caravans;Wagon Wheels;;
The Final Programme;The Final Programme;;
Fire on the Mountain;Fire on the Mountain;;
Firefox;Firefox;;
Firestarter;Firestarter;Firestarter 2: Rekindled;;
The Firm;The Firm;;
First Blood;Rambo;First Blood;Rambo: First Blood Part II;Rambo III;Rambo;;
First Love, Last Rites;Schmetterlinge;First Love, Last Rites;Solid Geometry;Butterflies;;
The First Men in the Moon;A Trip to the Moon;The First Men in the Moon;First Men in the Moon;The First Men in the Moon;The First Men in the Moon 3D;;
Olivia Goldsmith;The First Wives Club;;
The Five People You Meet in Heaven;The Five People You Meet in Heaven;;
The Fixer;The Fixer;;
Flaming Youth;Flaming Youth;;
;Flashpoint;;
Fletch;Fletch;Fletch Lives;;
Fletch Won;Fletch Won;;
Flight of the Intruder;Flight of the Intruder;;
The Flight of the Phoenix;The Flight of the Phoenix;Flight of the Phoenix;;
Flowers in the Attic;Flowers in the Attic;;
Rex Beach;Flowing Gold;;
Focus;Focus;;
The Food of the Gods and How It Came to Earth;Village of the Giants;The Food of the Gods;Food of the Gods II;;
Margaret Kennedy;Escape Me Never;Escape Me Never;;
Dolores Hitchens;Bande Ã  part;;
For Love of the Game;For Love of the Game;;
For Whom the Bell Tolls;For Whom the Bell Tolls;For Whom the Bell Tolls;For Whom the Bell Tolls;;
The Forbidden Territory;Forbidden Territory;;
Force 10 From Navarone;Force 10 from Navarone;;
Forever Amber;Forever Amber;;
The Forever War;The Forever War;;
Forlorn River;Forlorn River;;
Steve Shagan;The Formula;;
Forrest Gump;Forrest Gump;;
The Forsyte Saga;That Forsyte Woman;The Forsyte Saga;;
The Fountainhead;The Fountainhead;;
The Four Feathers;Four Feathers;The Four Feathers;The Four Feathers;The Four Feathers;Storm Over the Nile;The Four Feathers;The Four Feathers;;
The Fourth Protocol;The Fourth Protocol;;
The Fox and the Hound;The Fox and the Hound;The Fox and the Hound 2;;
Curt Siodmak;F.P.1 antwortet nicht;F.P.1 Doesn't Respond;F.P.1 ne repond pas;;
Frank Merriwell;The Adventures of Frank Merriwell;;
Frankenstein;Frankenstein;Life Without Soul;Universal;Frankenstein;Bride of Frankenstein;Son of Frankenstein;The Ghost of Frankenstein;Frankenstein Meets the Wolf Man;House of Frankenstein;House of Dracula;Abbott and Costello Meet Frankenstein;Hammer;The Curse of Frankenstein;The Revenge of Frankenstein;The Evil of Frankenstein;Frankenstein Created Woman;Frankenstein Must Be Destroyed;The Horror of Frankenstein;Frankenstein and the Monster from Hell;Frankenstein 1970;Toho;Frankenstein Conquers the World;The War of the Gargantuas;Dracula vs. Frankenstein;Andy Warhol's Frankenstein;Frankenstein: The True Story;Blackenstein;Young Frankenstein;The Bride;Frankenstein Unbound;Frankenstein;Monster Mash;House of Frankenstein 1997;Van Helsing;Frankenstein;Frankenstein;Frankenstein;;
Die Frau im Mond;Frau im Mond;;
Freaky Friday;Freaky Friday;A Billion for Boris;Summer Switch;Freaky Friday;Freaky Friday;Freaky Monday;;
Freedomland;Freedomland;;
The French Lieutenant's Woman;The French Lieutenant's Woman;;
Fried Green Tomatoes at the Whistle Stop Cafe;Fried Green Tomatoes;;
Friend;Deadly Friend;;
The Friendly Persuasion;Friendly Persuasion;Friendly Persuasion;;
From Here to Eternity;From Here to Eternity;;
From Russia, with Love;From Russia with Love;;
From the Earth to the Moon;A Trip to the Moon;From the Earth to the Moon;The Fabulous Baron Munchausen;Jules Verne's Rocket to the Moon;From the Earth to the Moon;;
John O'Hara;From the Terrace;;
Funeral in Berlin;Funeral in Berlin;;
Funny Farm;Funny Farm;;
Niven Busch;The Furies;;
The Fury;The Fury;;
;The Fuzzy Pink Nightgown;;
Fiction work(s);;
Keigo Higashino;G@me;;
Robert Sheckley;Condorman;;
Robert Smythe Hichens;The Garden of Allah;The Garden of Allah;The Garden of Allah;;
The Garden of God;Return to the Blue Lagoon;;
;Gardens of Stone;;
Stephen Longstreet;The Gay Sisters;;
MacKinlay Kantor;Gentle Annie;;
Gentlemen Prefer Blondes;Gentlemen Prefer Blondes;Gentlemen Prefer Blondes;;
David Walker;Geordie;;
Margaret Forster;Georgy Girl;;
Get Shorty;Get Shorty;;
The Getaway;The Getaway;The Getaway;;
The Ghost;The Ghost Writer;;
;The Ghost and Mrs. Muir;;
Edna Ferber;Giant;;
Frederick Kohner;Gidget;;
Gigi;Gigi;Gigi;;
John Grisham;The Gingerbread Man;;
;The Girl from Petrovka;;
The Girl Who Leapt Through Time;The Girl Who Leapt Through Time;The Girl Who Leapt Through Time;Morning Musume: Shinshun! Love Stories;The Girl Who Leapt Through Time;Time Traveller: The Girl Who Leapt Through Time;;
Girl with a Pearl Earring;Girl with a Pearl Earring;;
The Girls' Guide to Hunting and Fishing;Suburban Girl;The Girls' Guide to Hunting and Fishing;;
The Glass Inferno;The Towering Inferno;;
Glitz;Glitz;;
MacKinlay Kantor;The Best Years of Our Lives;;
Gnomes;Gnomes;;
Upton Sinclair;The Gnome-Mobile;;
The Go-Between;The Go-Between;;
MacKinlay Kantor;Follow Me, Boys!;;
The Godfather;The Godfather;The Godfather Part II;The Godfather Part III;;
Gods and Generals;Gettysburg;Gods and Generals;;
;They Came from Beyond Space;;
God's Little Acre;God's Little Acre;;
Elmore Leonard;;
Wilbur Smith;Gold;;
The Golden Bowl;The Golden Bowl;The Golden Bowl;;
Will Stanton;Charley and the Angel;;
Aleksey Nikolayevich Tolstoy;The Adventures of Buratino;The Adventures of Buratino;;
Goldfinger;Goldfinger;;
Gone with the Wind;Gone with the Wind;;
The Good Earth;The Good Earth;;
Joseph Kanon;The Good German;;
Peter Mayle;A Good Year;;
Goodbye Piccadilly, Farewell Leicester Square;Frenzy;;
Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;Goodbye, Mr. Chips;;
Gorky Park;Gorky Park;;
Grand Canary;Grand Canary;;
The Grapes of Wrath;The Grapes of Wrath;;
Frank O'Rourke;The Great Bank Robbery;;
The Great Dinosaur Robbery;One of Our Dinosaurs Is Missing;;
Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;Great Expectations;;
The Great Gatsby;The Great Gatsby;The Great Gatsby;The Great Gatsby;The Great Gatsby;G;The Great Gatsby;The Great Gatsby;;
Al Morgan;The Great Man;;
The Great Santini;The Great Santini;;
The Great Train Robbery;The First Great Train Robbery;;
William "Buffalo Bill" Cody;The Indians are Coming;Rustlers of Red Dog;;
Green for Danger;Green for Danger;;
Green Mansions;Green Mansions;;
The Green Mile;The Green Mile;;
The Green Years;The Green Years;;
Rumer Godden;The Greengage Summer;;
Grendel;Grendel Grendel Grendel;;
The Grifters;The Grifters;;
The Grizzly King;L'Ours;;
;Gros cÃ¢lin;;
The Grotesque;The Grotesque;;
The Group;The Group;;
;Gruesome School Trip;;
La Guerre des boutons;War of the Buttons;War of the Buttons;;
Romain Gary;Les faussaires;;
Gulliver's Travels;Le Voyage de Gulliver Ã  Lilliput et chez les gÃ©ants;The New Gulliver;Gulliver's Travels;The Three Worlds of Gulliver;Gulliver's Travels Beyond the Moon;Gulliver's Travels;Gulliver's Travels;Gulliver's Travels;;
The Guns of Navarone;The Guns of Navarone;;
Louis L'Amour;Guns of the Timberland;;
James William Drought;The Gypsy Moths;;
Fiction work(s);;
John P. Marquand;H.M. Pulham, Esq.;;
Rifat Ilgaz;Hababam SÄ±nÄ±fÄ±;;
Robert Stone;WUSA;;
The Hamlet;The Long, Hot Summer;;
Alan Marshall;Hammers Over the Anvil;;
The Handmaid's Tale;The Handmaid's Tale;;
Hannibal;Hannibal;;
MacKinlay Kantor;Happy Land;;
Yusuf Idris;Al Haram;;
Budd Schulberg;The Harder They Fall;;
Harry Black;Harry Black;;
Harry Potter;Harry Potter;Harry Potter and the Philosopher's Stone;Harry Potter and the Chamber of Secrets;Harry Potter and the Prisoner of Azkaban;Harry Potter and the Goblet of Fire;Harry Potter and the Order of the Phoenix;Harry Potter and the Half-Blood Prince;Harry Potter and the Deathly Hallows â€“ Part 1;Harry Potter and the Deathly Hallows â€“ Part 2;;
Hart's War;Hart's War;;
;The Return of Vasili Bortnikov;;
The Harvey Girls;The Harvey Girls;;
Hating Alison Ashley;Hating Alison Ashley;;
Hatter's Castle;Hatter's Castle;;
Ewart Adamson;Haunted Harbor;;
The Haunting of Hill House;The Haunting;The Haunting;;
Hawaii;Hawaii;The Hawaiians;;
;Hawk of the Wilderness;;
;He Ran All the Way;;
Edward Lee;Header;;
Jules Bass;Monte Carlo;;
The Heart of the Matter;The Heart of the Matter;The Heart of the Matter;;
The Heaven Sword and Dragon Saber;Story of the Sword and the Sabre;Heaven Sword and Dragon Sabre;The Hidden Power of the Dragon Sabre;Kung Fu Cult Master;;
Heidi;Heidi;Heidi;Heidi and Peter;Heidi;Heidi;The Story of Heidi;Heidi's Song;Heidi;Heidi;Heidi;Nelvana;Heidi;Paul Marcus;Heidi 4 Paws;;
Hell House;The Legend of Hell House;;
The Hellbound Heart;Hellraiser;;
Louis L'Amour;Heller in Pink Tights;;
The Help;The Help;;
Zane Grey;Heritage of the Desert;Heritage of the Desert;Heritage of the Desert;;
The High and the Mighty;The High and the Mighty;;
High Fidelity;High Fidelity;;
The History of Mr. Polly;The History of Mr. Polly;;
The History of Tom Jones, a Foundling;Tom Jones;Tom Jones;The Bawdy Adventures of Tom Jones;Tom Jones;The History of Tom Jones, a Foundling;;
A History of Violence;A History of Violence;;
The Hitchhiker's Guide to the Galaxy;The Hitchhiker's Guide to the Galaxy;;
The Hobbit;The Hobbit;The Hobbit;The Hobbit: An Unexpected Journey;The Hobbit: The Desolation of Smaug;The Hobbit: The Battle of the Five Armies;;
The Holcroft Covenant;The Holcroft Covenant;;
The Holy Innocents;The Dreamers;;
Hombre;Hombre;;
The Home and the World;Ghare Baire;;
The Honorary Consul;The Honorary Consul;;
Clarence E. Mulford;Hopalong Cassidy;;
Horrid Henry;Horrid Henry: The Movie;;
Horseman, Pass By;Hud;;
The Host;The Host;;
Donald E. Westlake;The Hot Rock;;
The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;Bees Saal Baad;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;The Hound of the Baskervilles;;
Felix Salten;The Shaggy Dog;The Shaggy D.A.;The Return of the Shaggy Dog;The Shaggy Dog;The Shaggy Dog;;
W. Somerset Maugham;The Hour Before the Dawn;;
The Hours;The Hours;;
How Green Was My Valley;How Green Was My Valley;;
Howards End;Howards End;;
The Howling;The Howling;Howling II: Stirba - Werewolf Bitch;Howling III;Howling IV: The Original Nightmare;Howling V: The Rebirth;Howling VI: The Freaks;Howling: New Moon Rising;;
The Human Stain;The Human Stain;;
The Hunchback of Notre-Dame;Esmeralda;The Hunchback of Notre Dame;The Darling of Paris;Esmeralda;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;Kubra Aashiq;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame;The Hunchback of Notre Dame II;The Hunchback;Quasimodo d'El Paris;;
The Hundred and One Dalmatians;One Hundred and One Dalmatians;101 Dalmatians II: Patch's London Adventure;101 Dalmatians;102 Dalmatians;;
The Hunger Games Trilogy;The Hunger Games Trilogy;The Hunger Games;Catching Fire;Mockingjay;Mockingjay;;
The Hunt for Red October;The Hunt for Red October;;
The Hunter;Point Blank;Payback;Full Contact;;
The Hustler;The Hustler;;
Fiction work(s);;
I Am Legend;The Last Man on Earth;The Omega Man;I Am Legend;I Am Î©mega;;
I Am Number Four;I Am Number Four;;
I Know What You Did Last Summer;I Know What You Did Last Summer;I Still Know What You Did Last Summer;I'll Always Know What You Did Last Summer;;
I Love You, Beth Cooper;I Love You, Beth Cooper;;
Ice Station Zebra;Ice Station Zebra;;
;The Lady from Shanghai;;
The IPCRESS File;The Ipcress File;;
The Illustrated Man;The Illustrated Man;;
Im Westen Nichts Neues;All Quiet on the Western Front;The Road Back;All Quiet on the Western Front;;
Imagining Argentina;Imagining Argentina;;
Immortality, Inc.;Freejack;;
;Cynara;;
Bobbie Ann Mason;In Country;;
The Incredible Journey;The Incredible Journey;Homeward Bound: The Incredible Journey;Homeward Bound II: Lost in San Francisco;;
Ray Russell;The Incubus;;
Dorothy M. Johnson;A Man Called Horse;The Return of a Man Called Horse;Triumphs of a Man Called Horse;;
The Innocent;The Innocent;;
In Search of the Castaways;;In Search of the Castaways;V poiskakh kapitana Granta;;
;My Reputation;;
Interview with the Vampire;Interview with the Vampire: The Vampire Chronicles;;
Dorothy Uhnak;Kojak: The Price of Justice;;
The Invisible Man;The Invisible Man;The Invisible Man Returns;The Invisible Woman;Invisible Agent;The Invisible Man's Revenge;Abbott and Costello Meet the Invisible Man;;
In the Heat of the Night;In the Heat of the Night;They Call Me MISTER Tibbs!;The Organization;;
Rumer Godden;In This House of Brede;;
The Iron Man;The Iron Giant;;
Rex Beach;The Iron Trail;;
The Island;The Island;;
Ernest K. Gann;Island in the Sky;;
The Island of Doctor Moreau;Island of Lost Souls;Terror Is a Man;The Island of Doctor Agor;The Island of Dr. Moreau;The Island of Dr. Moreau;;
Islands in the Stream;Islands in the Stream;;
It;It;It;;
It Can't Happen Here;Shadow of the Land;;
Ivanhoe;Ivanhoe;Ivanhoe;Ivanhoe;Ivanhoe;The Ballad of the Valiant Knight Ivanhoe;Ivanhoe;Ivanhoe;The Legend of Ivanhoe;Darkest Knight;;
Fiction work(s);;
William Kotzwinkle;Book of Love;;
Jack's Return Home;Get Carter;Hit Man;Get Carter;;
James and the Giant Peach;James and the Giant Peach;;
Jane Eyre;Jane Eyre;The Castle of Thornfield;Woman and Wife;Jane Eyre;Orphan of Lowood;Jane Eyre;I Walked with a Zombie;Jane Eyre;Sangdil;The Orphan Girl;El Secreto;Jane Eyre;Shanti Nilayam;Ardiente Secreto;Jane Eyre;Jane Eyre;;
Norah Lofts;Jassy;;
Jaws;Jaws;Jaws;Jaws 2;Jaws 3-D;Jaws: The Revenge;;
Jean Giono;La femme du boulanger;;
The Jewel of Seven Stars;The Curse of the Mummy;Blood from the Mummy's Tomb;The Awakening;Bram Stoker's Legend of the Mummy;;
;Pocket Money;;
Donald E. Westlake;Jimmy the Kid;;
Howard Swindle;D-Tox;;
Johnny Tremain;Johnny Tremain;;
Christopher Frank;Josepha;;
Georges Bernanos;Diary of a Country Priest;;
Robert Lewis Taylor;Treasure of Matecumbe;;
Henry Wilson Allen;;
Journey to the West;Havoc in Heaven;Shaw Brothers Studio;Monkey Goes West;Princess Iron Fan;The Cave of the Silken Web;The Land of Many Perfumes;A Chinese Odyssey;Heavenly Legend;A Chinese Tall Story;The Fire Ball;The Adventures of Super Monkey;The Forbidden Kingdom;The Monkey King;Journey to the West;;
The Joy Luck Club;The Joy Luck Club;;
Jude the Obscure;Jude the Obscure;Jude;;
A Judgement in Stone;La CÃ©rÃ©monie;;
Donald E. Westlake;Made in U.S.A.;;
Jumanji;Jumanji;;
The Jungle Book;Elephant Boy;Jungle Book;The Jungle Book;The Jungle Book 2;Adventures of Mowgli;The Jungle Book;The Second Jungle Book: Mowgli &amp; Baloo;Jungle Book: Mowgli's Story;Mowgli: The New Adventures of the Jungle Book;;
Jupiter Laughs;Shining Victory;Ich suche Dich;;
Jurassic Park;Jurassic Park;Jurassic Park;The Lost World: Jurassic Park;Jurassic Park III;;
The Jungle;The Jungle;;
Justine;Justine;;
Shunro Oshikawa;Atragon;Super Atragon;;
Mitsuyo Kakuta;Pale Moon;;
;Fighting Elegy;;
The Keys of the Kingdom;The Keys of the Kingdom;;
Chart Korbjitti;Ai-Fak;;
Kidnapped;Kidnapped;Kidnapped;Kidnapped;Kidnapped;;
The King's Damosel;Quest for Camelot;;
King Solomon's Mines;Allan Quatermain;King Solomon's Mines;King Solomon's Mines;Watusi;King Solomon's Treasure;King Solomon's Mines;Allan Quatermain and the Lost City of Gold;King Solomon's Mines;The League of Extraordinary Gentlemen;King Solomon's Mines;Allan Quatermain and the Temple of Skulls;;
Evan Hunter;High and Low;;
Joe David Brown;Kings Go Forth;;
Henry Bellamann;Kings Row;;
The Killer Angels;Gettysburg;;
The Killer Inside Me;The Killer Inside Me;The Killer Inside Me;;
Kipps;Kipps;Kipps;Kipps;Half a Sixpence;;
;The Kirishima Thing;;
Kiss of the Spider Woman;Kiss of the Spider Woman;;
Kiss the Girls;Kiss the Girls;;
Horace McCoy;Kiss Tomorrow Goodbye;;
William Bradford Huie;The Klansman;;
;Kolchak: The Night Stalker;The Night Stalker;The Night Strangler;Crackle of Death;The Demon and the Mummy;;
Kowloon Tong;Chinese Box;;
Kuroi Ame;Black Rain;;
Fiction work(s);;
L.A. Confidential;L.A. Confidential;;
Lad, A Dog;Lad, A Dog;;
